Institution,Alt Course,RPI Course
FOOTHILL COLLEGE,"MATH 1C CALCULUS (5)
MATH 1D CALCULUS (5)","MATH 1020 CALCULUS II (4)
MATH 2011 MULTIVARIABLE CALCULUS (2)"
FOOTHILL COLLEGE,MATH 2A DIFFERENTIAL EQUATIONS (5),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
FORDHAM UNIVERSITY,ANTH 1100 INTRODUCTION TO CULTURAL ANTHROPOLOGY (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
FORDHAM UNIVERSITY,ANTH 1300 INTRODUCTION TO ARCHAEOLOGY (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
FORDHAM UNIVERSITY,ANTH 2700 YOU ARE WHAT YOU EAT: THE ANTHROPOLOGY OF FOOD (4),STSO 2000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
FORDHAM UNIVERSITY,ARHI 1100 ART HISTORY INTRODUCTION: WORLD ART (3),ARTS 1050 ART HISTORY (4)
FORDHAM UNIVERSITY,"BISC 1403 INTRODUCTORY BIOLOGY I (3)
BISC 1404 INTRODUCTORY BIOLOGY II (3)
BISC 1413 INTRODUCTORY BIOLOGY LAB I (2)
BISC 1414 INTRODUCTORY BIOLOGY LAB II (2)","BIOL 1000 BIOLOGY ELECTIVE ()
BIOL 1010 INTRODUCTION TO BIOLOGY (3)
BIOL 1015 INTRODUCTION TO BIOLOGY LABORATORY (1)"
FORDHAM UNIVERSITY,CHEM 1102 DRUG DISCOVERY: FROM THE LABORATORY TO THE CLINIC (3),CHEM 1000 CHEMISTRY ELECTIVE ()
FORDHAM UNIVERSITY,CISC 1100 STRUCTURES OF COMPUTER SCIENCE (3),NT NOT TRANSFERABLE
FORDHAM UNIVERSITY,CISC 1400 DISCRETE STRUCTURES (4),CSCI 2200 FOUNDATIONS OF COMPUTER SCIENCE (4)
FORDHAM UNIVERSITY,ECON 1100 BASIC MACROECONOMICS (3),ECON 1000 ECONOMICS ELECTIVE ()
FORDHAM UNIVERSITY,"ECON 1100 PRINCIPLES OF MACROECONOMICS (3)
ECON 1200 PRINCIPLES OF MICROECONOMICS (3)","ECON 1000 ECONOMICS ELECTIVE ()
ECON 1200 INTRODUCTORY ECONOMICS (4)"
FORDHAM UNIVERSITY,ECON 2140 STATISTICS I (4),MGMT 2100 STATISTICAL METHODS (4)
FORDHAM UNIVERSITY,ENGL 1102 COMPOSITION II (3),WRIT 1000 WRITING ELECTIVE ()
FORDHAM UNIVERSITY,ENGL 2000 TEXTS AND CONTEXTS (3),COMM 1000 COMMUNICATION ELECTIVE ()
FORDHAM UNIVERSITY,HIST 1000 UNDERSTANDING HISTORICAL CHANGE: MODERN EUROPE (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
FORDHAM UNIVERSITY,HIST 1100 UNDERSTANDING HISTORICAL CHANGE: AMERICAN HISTORY (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
FORDHAM UNIVERSITY,MATH 1003 MATHEMATICS AND DEMOCRACY (3),NT NOT TRANSFERABLE
FORDHAM UNIVERSITY,MATH 1206 CALCULUS I (4),MATH 1010 CALCULUS I (4)
FORDHAM UNIVERSITY,"NSCI 1403 GENERAL BIOLOGY LECTURE I (3)
NSCI 1404 GENERAL BIOLOGY LECTURE II (3)
NSCI 1413 GENERAL BIOLOGY LAB I (2)
NSCI 1414 GENERAL BIOLOGY LAB II (2)","BIOL 1000 BIOLOGY ELECTIVE ()
BIOL 1010 INTRODUCTION TO BIOLOGY (3)
BIOL 1015 INTRODUCTION TO BIOLOGY LABORATORY (1)"
FORDHAM UNIVERSITY,PHIL 1000 PHILOSOPHY OF HUMAN NATURE (3),PHIL 1000 PHILOSOPHY ELECTIVE ()
FORDHAM UNIVERSITY,PHYS 1201 INTRODUCTION TO ASTRONOMY (3),ASTR 1000 ASTRONOMY ELECTIVE ()
FORDHAM UNIVERSITY,"PHYS 1511 PHYSICS I LAB (1)
PHYS 1601 INTRODUCTION TO PHYSICS I (4)",PHYS 1100 PHYSICS I (4)
FORDHAM UNIVERSITY,"PHYS 1512 PHYSICS II LAB (1)
PHYS 1602 INTRODUCTION TO PHYSICS II (4)",PHYS 1200 PHYSICS II (4)
FORDHAM UNIVERSITY,"PHYS 1512 PHYSICS II LAB (1)
PHYS 1702 PHYSICS II (3)",PHYS 1200 PHYSICS II (4)
FORDHAM UNIVERSITY,PSYC 2600 SOCIAL PSYCHOLOGY (4),PSYC 2730 MOTIVATION AND PERFORMANCE (4)
FORDHAM UNIVERSITY,PSYC 2800 PERSONALITY (4),PSYC 2000 PSYCHOLOGY ELECTIVE ()
FORDHAM UNIVERSITY,THEA 1100 INVITATION TO THEATRE (3),NT NOT TRANSFERABLE
FORDHAM UNIVERSITY,THEO 1000 FAITH AND CRITICAL REASON (3),PHIL 1000 PHILOSOPHY ELECTIVE ()
FORDHAM UNIVERSITY,THEO 3200 INTRODUCTION TO NEW TESTAMENT (3),PHIL 2000 PHILOSOPHY ELECTIVE ()
FORDHAM UNIVERSITY,THEO 3314 ST. AUGUSTINE OF HIPPO (3),NT NOT TRANSFERABLE
FORDHAM UNIVERSITY,VART 1101 URBANISM (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
FORT HAYS STATE UNIVERSITY,FIN 305 MANAGERIAL FINANCE (3),MGMT 2320 MANAGERIAL FINANCE (4)
FORT LEWIS COLLEGE,ENGR 330 HEAT TRANSFER (3),MANE 4730 HEAT TRANSFER (3)
FORT LEWIS COLLEGE,ENGR 336 SYSTEMS AND CONTROL (3),MANE 4500 MODELING AND CONTROL OF DYNAMIC SYSTEMS (3)
FRANKLIN UNIVERSITY,ECON321 INTERMEDIATE MICROECONOMICS (4),ECON 2010 INTERMEDIATE MICROECONOMIC THEORY (4)
FRANKLIN UNIVERSITY,HUMN246 FILM APPRECIATION (4),ARTS 1000 ARTS ELECTIVE ()
FRANKLIN UNIVERSITY,MKTG300 MARKETING (4),MGMT 2430 MARKETING PRINCIPLES (4)
FRANKLIN UNIVERSITY,PSYC110 GENERAL PSYCHOLOGY (4),PSYC 1200 INTRODUCTION TO PSYCHOLOGICAL SCIENCE (4)
FRANKLIN UNIVERSITY,PSYC204 PRINCIPLES OF MOTIVATION (4),PSYC 2000 PSYCHOLOGY ELECTIVE ()
FREDERICK COMMUNITY COLLEGE,BIOT 101 BIOTECHNOLOGY AND SOCIETY (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
FREDERICK COMMUNITY COLLEGE,BIOT 102 REGULATORY ASPECTS OF BIOTECHNOLOGY (3),NT NOT TRANSFERABLE
FREDERICK COMMUNITY COLLEGE,BIOT 130 FORENSIC BIOLOGY (4),NT NOT TRANSFERABLE
FREDERICK COMMUNITY COLLEGE,BSCI 107 STUDY OF THE HUMAN BODY (3),BIOL 1000 BIOLOGY ELECTIVE ()
FREDERICK COMMUNITY COLLEGE,BSCI 201 ANATOMY AND PHYSIOLOGY I (4),BIOL 2000 BIOLOGY ELECTIVE ()
FREDERICK COMMUNITY COLLEGE,CMIS 101 INFORMATION SYSTEMS AND TECHNOLOGY (3),NT NOT TRANSFERABLE
FREDERICK COMMUNITY COLLEGE,ENGL 102 ENGLISH COMPOSITION AND LITERATURE (3),LITR 1000 LITERATURE ELECTIVE ()
FREDERICK COMMUNITY COLLEGE,HUMN 210 THE LANGUAGE OF HIP HOP (3),COMM 1000 COMMUNICATION ELECTIVE ()
FREDERICK COMMUNITY COLLEGE,MATH 165 PRECALCULUS (4),NT NOT TRANSFERABLE
FREDERICK COMMUNITY COLLEGE,MATH 195 CALCULUS II (4),NT NOT TRANSFERABLE
FREDERICK COMMUNITY COLLEGE,MUSC 201 MUSIC CULTURES OF THE WORLD (3),ARTS 1000 ARTS ELECTIVE ()
FREDERICK COMMUNITY COLLEGE,NUTR 100 NUTRITION BASICS (1),NT NOT TRANSFERABLE
FREDERICK COMMUNITY COLLEGE,PHYS 252 GENERAL PHYSICS II (4),PHYS 1200 PHYSICS II (4)
FREDERICK COMMUNITY COLLEGE,PSYC 202 SOCIAL PSYCHOLOGY (3),PSYC 2730 SOCIAL PSYCHOLOGY (4)
FREDERICK COMMUNITY COLLEGE,SOCY 101 INTRODUCTION TO SOCIOLOGY (3),STSO 2520 SOCIOLOGY (4)
FULTON-MONTGOMERY COMMUNITY COLLEGE,MAT 170 CALCULUS I (4),MATH 1010 CALCULUS I (4)
FULTON-MONTGOMERY COMMUNITY COLLEGE,PSY 101 INTRODUCTION TO PSYCHOLOGY (3),PSYC 1200 INTRODUCTION TO PSYCHOLOGICAL SCIENCE (4)
GATEWAY COMMUNITY COLLEGE,ASL 101 AMERICAN SIGN LANGUAGE I (4.0),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
GATEWAY COMMUNITY COLLEGE,BIO 181 GENERAL BIOLOGY (MAJORS) I (4.0),"BIOL 1010 INTRODUCTION TO BIOLOGY (3)
BIOL 1015 INTRODUCTION TO BIOLOGY LABORATORY (1)"
GATEWAY COMMUNITY COLLEGE,CHI 101 ELEMENTARY CHINESE (MANDARIN) I (5.0),LANG 1410 CHINESE I (4)
GATEWAY COMMUNITY COLLEGE,"CHM 151 GENERAL CHEMISTRY I (3.0)
CHM 151LL GENERAL CHEMISTRY I LABORATORY (1.0)",CHEM 1100 CHEMISTRY I (4)
GATEWAY COMMUNITY COLLEGE,"CHM 151LL GENERAL CHEMISTRY I LABORATORY (1.0)
CHM 152 GENERAL CHEMISTRY II (3.0)",CHEM 1200 CHEMISTRY II (4)
GATEWAY COMMUNITY COLLEGE,CSC 110AB INTRODUCTION TO COMPUTER SCIENCE (JAVA) (4.0),CSCI 1000 COMPUTER SCIENCE ELECTIVE ()
GATEWAY COMMUNITY COLLEGE,ECN 211 MACROECONOMIC PRINCIPLES (3.0),ECON 1000 ECONOMICS ELECTIVE ()
GATEWAY COMMUNITY COLLEGE,"ECN 211 MACROECONOMIC PRINCIPLES (3.0)
ECN 212 MICROECONOMIC PRINCIPLES (3.0)","ECON 1000 ECONOMICS ELECTIVE ()
ECON 1200 INTRODUCTORY ECONOMICS (4)"
GATEWAY COMMUNITY COLLEGE,ECN 212 MICROECONOMIC PRINCIPLES (3.0),ECON 1000 ECONOMICS ELECTIVE ()
GATEWAY COMMUNITY COLLEGE,ENG 102 FIRST-YEAR COMPOSITION (3.0),WRIT 1000 WRITING ELECTIVE ()
GATEWAY COMMUNITY COLLEGE,LAT 101 ELEMENTARY LATIN I (4.0),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
GATEWAY COMMUNITY COLLEGE,MAT 220 CALCULUS WITH ANALYTIC GEOMETRY I (5.0),MATH 1010 CALCULUS I (4)
GATEWAY COMMUNITY COLLEGE,MAT 221 CALCULUS WITH ANALYTIC GEOMETRY I (4.0),MATH 1010 CALCULUS I (4)
GATEWAY COMMUNITY COLLEGE,MAT 276 MODERN DIFFERENTIAL EQUATIONS (4.0),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
GATEWAY COMMUNITY COLLEGE,MAT 277 MODERN DIFFERENTIAL EQUATIONS (3.0),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
GATEWAY COMMUNITY COLLEGE,PHI 101 INTRODUCTION TO PHILOSOPHY (3.0),PHIL 1110 INTRODUCTION TO PHILOSOPHY (4)
GATEWAY COMMUNITY COLLEGE,PHI 105 INTRODUCTION TO ETHICS (3.0),PHIL 1000 PHILOSOPHY ELECTIVE ()
GATEWAY COMMUNITY COLLEGE,PHY 101 INTRODUCTION TO PHYSICS (4.0),NT NOT TRANSFERABLE
GATEWAY COMMUNITY COLLEGE,PHY 111 GENERAL PHYSICS I (4.0),NT NOT TRANSFERABLE
GATEWAY COMMUNITY COLLEGE,PHY 131 UNIVERSITY PHYSICS II: ELECTRICITY AND MAGNETISM (4.0),PHYS 1200 PHYSICS II (4)
GATEWAY COMMUNITY COLLEGE,PSY 101 INTRODUCTION TO PSYCHOLOGY (3.0),PSYC 1200 INTRODUCTION TO PSYCHOLOGICAL SCIENCE (4)
GATEWAY COMMUNITY COLLEGE,SOC 101 INTRODUCTION TO SOCIOLOGY (3.0),STSO 2520 SOCIOLOGY (4)
GATEWAY COMMUNITY COLLEGE,SPA 101 ELEMENTARY SPANISH I (4.0),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
GEORGE MASON UNIVERSITY,CS 211 OBJECT-ORIENTED PROGRAMMING (3),CSCI 1000 COMPUTER SCIENCE ELECTIVE ()
GEORGE MASON UNIVERSITY,MATH 113 ANALYTIC GEOMETRY AND CALCULUS I (4),MATH 1010 CALCULUS I (4)
GEORGE MASON UNIVERSITY,"MATH 114 ANALYTIC GEOMETRY AND CALCULUS II (4)
MATH 203 LINEAR ALGEBRA (3)
MATH 213 ANALYTIC GEOMETRY AND CALCULUS III (3)","MATH 1020 CALCULUS II (4)
MATH 2010 MULTIVARIABLE CALCULUS AND MATRIX ALGEBRA (4)"
GEORGE MASON UNIVERSITY,MATH 115 ANALYTIC GEOMETRY AND CALCULUS I (HONORS) (4),MATH 1010 CALCULUS I (4)
GEORGE MASON UNIVERSITY,"MATH 116 ANALYTIC GEOMETRY AND CALCULUS II (HONORS) (4)
MATH 203 LINEAR ALGEBRA (3)
MATH 215 ANALYTIC GEOMETRY AND CALCULUS III (HONORS) (3)","MATH 1020 CALCULUS II (4)
MATH 2010 MULTIVARIABLE CALCULUS AND MATRIX ALGEBRA (4)"
GEORGE MASON UNIVERSITY,"MATH 203 LINEAR ALGEBRA (3)
MATH 213 ANALYTIC GEOMETRY AND CALCULUS III (3)",MATH 2010 MULTIVARIABLE CALCULUS AND MATRIX ALGEBRA (4)
GEORGIA GWINNETT COLLEGE,PHYS 2212K PRINCIPLES OF PHYSICS II WITH LABORATORY (4),PHYS 1200 PHYSICS II (4)
GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,MATH 2552 DIFFERENTIAL EQUATIONS (4),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,PHYS 2212 INTRODUCTORY PHYSICS II (4),PHYS 1200 PHYSICS II (4)
GEORGIA STATE UNIVERSITY,ENGL 1102 ENGLISH COMPOSITION II (3),WRIT 1000 WRITING ELECTIVE ()
GEORGIA STATE UNIVERSITY,MATH 2652 DIFFERENTIAL EQUATIONS (4),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
GEORGIA STATE UNIVERSITY,"PHYS 2212 PRINCIPLES OF PHYSICS II (3)
PHYS 2212L PRINCIPLES OF PHYSICS II LABORATORY (1)",PHYS 1200 PHYSICS II (4)
GEORGIA STATE UNIVERSITY,PHYS 2212K PRINCIPLES OF PHYSICS II (4),PHYS 1200 PHYSICS II (4)
GEORGIA STATE UNIVERSITY-PERIMETER COLLEGE,ENGL 1102 ENGLISH COMPOSITION II (3),WRIT 1000 WRITING ELECTIVE ()
GEORGIA STATE UNIVERSITY-PERIMETER COLLEGE,MATH 2652 DIFFERENTIAL EQUATIONS (4),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
GEORGIA STATE UNIVERSITY-PERIMETER COLLEGE,"PHYS 2212 PRINCIPLES OF PHYSICS II (3)
PHYS 2212L PRINCIPLES OF PHYSICS II LABORATORY (1)",PHYS 1200 PHYSICS II (4)
GEORGIA STATE UNIVERSITY-PERIMETER COLLEGE,"PHYS 2212 PRINCIPLES OF PHYSICS II (3.0)
PHYS 2212L PRINCIPLES OF PHYSICS II LABORATORY (1.0)",PHYS 1200 PHYSICS II (4)
GEORGIA STATE UNIVERSITY-PERIMETER COLLEGE,PHYS 2212K PRINCIPLES OF PHYSICS II (4),PHYS 1200 PHYSICS II (4)
GLENDALE COMMUNITY COLLEGE,ASL 101 AMERICAN SIGN LANGUAGE I (4.0),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
GLENDALE COMMUNITY COLLEGE,BIO 181 GENERAL BIOLOGY (MAJORS) I (4.0),"BIOL 1010 INTRODUCTION TO BIOLOGY (3)
BIOL 1015 INTRODUCTION TO BIOLOGY LABORATORY (1)"
GLENDALE COMMUNITY COLLEGE,CHI 101 ELEMENTARY CHINESE (MANDARIN) I (5.0),LANG 1410 CHINESE I (4)
GLENDALE COMMUNITY COLLEGE,"CHM 151 GENERAL CHEMISTRY I (3.0)
CHM 151LL GENERAL CHEMISTRY I LABORATORY (1.0)",CHEM 1100 CHEMISTRY I (4)
GLENDALE COMMUNITY COLLEGE,"CHM 151LL GENERAL CHEMISTRY I LABORATORY (1.0)
CHM 152 GENERAL CHEMISTRY II (3.0)",CHEM 1200 CHEMISTRY II (4)
GLENDALE COMMUNITY COLLEGE,CSC 110AB INTRODUCTION TO COMPUTER SCIENCE (JAVA) (4.0),CSCI 1000 COMPUTER SCIENCE ELECTIVE ()
GLENDALE COMMUNITY COLLEGE,ECN 211 MACROECONOMIC PRINCIPLES (3.0),ECON 1000 ECONOMICS ELECTIVE ()
GLENDALE COMMUNITY COLLEGE,"ECN 211 MACROECONOMIC PRINCIPLES (3.0)
ECN 212 MICROECONOMIC PRINCIPLES (3.0)","ECON 1000 ECONOMICS ELECTIVE ()
ECON 1200 INTRODUCTORY ECONOMICS (4)"
GLENDALE COMMUNITY COLLEGE,ECN 212 MICROECONOMIC PRINCIPLES (3.0),ECON 1000 ECONOMICS ELECTIVE ()
GLENDALE COMMUNITY COLLEGE,ENG 102 FIRST-YEAR COMPOSITION (3.0),WRIT 1000 WRITING ELECTIVE ()
GLENDALE COMMUNITY COLLEGE,LAT 101 ELEMENTARY LATIN I (4.0),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
GLENDALE COMMUNITY COLLEGE,MAT 220 CALCULUS WITH ANALYTIC GEOMETRY I (5.0),MATH 1010 CALCULUS I (4)
GLENDALE COMMUNITY COLLEGE,MAT 221 CALCULUS WITH ANALYTIC GEOMETRY I (4.0),MATH 1010 CALCULUS I (4)
GLENDALE COMMUNITY COLLEGE,MAT 276 MODERN DIFFERENTIAL EQUATIONS (4.0),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
GLENDALE COMMUNITY COLLEGE,MAT 277 MODERN DIFFERENTIAL EQUATIONS (3.0),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
GLENDALE COMMUNITY COLLEGE,PHI 101 INTRODUCTION TO PHILOSOPHY (3.0),PHIL 1110 INTRODUCTION TO PHILOSOPHY (4)
GLENDALE COMMUNITY COLLEGE,PHI 105 INTRODUCTION TO ETHICS (3.0),PHIL 1000 PHILOSOPHY ELECTIVE ()
GLENDALE COMMUNITY COLLEGE,PHY 101 INTRODUCTION TO PHYSICS (4.0),NT NOT TRANSFERABLE
GLENDALE COMMUNITY COLLEGE,PHY 111 GENERAL PHYSICS I (4.0),NT NOT TRANSFERABLE
GLENDALE COMMUNITY COLLEGE,PHY 131 UNIVERSITY PHYSICS II: ELECTRICITY AND MAGNETISM (4.0),PHYS 1200 PHYSICS II (4)
GLENDALE COMMUNITY COLLEGE,PSY 101 INTRODUCTION TO PSYCHOLOGY (3.0),PSYC 1200 INTRODUCTION TO PSYCHOLOGICAL SCIENCE (4)
GLENDALE COMMUNITY COLLEGE,SOC 101 INTRODUCTION TO SOCIOLOGY (3.0),STSO 2520 SOCIOLOGY (4)
GLENDALE COMMUNITY COLLEGE,SPA 101 ELEMENTARY SPANISH I (4.0),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
GONZAGA UNIVERSITY,CPSC 121 COMPUTER SCIENCE I (3),CSCI 1100 COMPUTER SCIENCE I (4)
GONZAGA UNIVERSITY,MATH 157 CALCULUS-ANALYTIC GEOMETRY I (4),MATH 1010 CALCULUS I (4)
GONZAGA UNIVERSITY,MATH 180 SPECIAL TOPICS (1-4),NT NOT TRANSFERABLE
GORDON COLLEGE,PHY 125 INTRODUCTION TO ENGINEERING AND THE APPLIED SCIENCES (4),ENGR 1000 ENGINEERING ELECTIVE ()
GORDON COLLEGE,PHY 211 STATICS (4),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
GORDON COLLEGE,"PHY 225 ELECTRONICS (4)
PHY 226 ELECTRONICS LABORATORY (2)",ENGR 2300 ELECTRONIC INSTRUMENTATION (4)
GORDON COLLEGE,"PHY 293 MECHANICS (4)
PHY 294 MECHANICS LABORATORY (2)",ENGR 2090 ENGINEERING DYNAMICS (4)
GREAT BAY COMMUNITY COLLEGE,BTEC105G INTRODUCTION TO BIOTECHNOLOGY (4),BIOL 1000 BIOLOGY ELECTIVE ()
GREENFIELD COMMUNITY COLLEGE,PHY 112 GENERAL PHYSICS II WITH CALCULUS (4),PHYS 1200 PHYSICS II (4)
HARVARD EXTENSION SCHOOL - RPI ADDED,CSCI S-1 COMPUTER SCIENCE WITH JAVA (4),NT NOT TRANSFERABLE
HARVARD EXTENSION SCHOOL - RPI ADDED,CSCI S-7 INTRO TO COMPUTER SCI/PYTHON (4),CSCI 1100 COMPUTER SCIENCE I (4)
HARVARD EXTENSION SCHOOL - RPI ADDED,"S-1B PRINCIPLES/PHYSICS: WAVE, OPTICS (4)",PHYS 1200 PHYSICS II (4)
HARVARD UNIVERSITY,"MATHEMATICS 1B INTEGRATION, SERIES AND DIFFERENTIAL EQUATIONS (4)",MATH 1020 CALCULUS II (4)
HENLEY-PUTNAM UNIVERSITY,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
HENRY FORD COLLEGE,CHEM-141 PRINCIPLES OF GENERAL AND INORGANIC CHEMISTRY I (5.00),CHEM 1100 CHEMISTRY I (4)
HENRY FORD COLLEGE,ENGR-130 INTRODUCTION TO ENGINEERING (3.00),ENGR 1000 ENGINEERING ELECTIVE ()
HERKIMER COUNTY COMMUNITY COLLEGE,EN 111 COLLEGE WRITING (3),WRIT 1000 WRITING ELECTIVE ()
HERKIMER COUNTY COMMUNITY COLLEGE,EN 112 COLLEGE LITERATURE (3),LITR 2110 INTRODUCTION TO LITERATURE (4)
HERKIMER COUNTY COMMUNITY COLLEGE,FL 101 SPANISH I (3),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
HERKIMER COUNTY COMMUNITY COLLEGE,FL 102 SPANISH II (3),LANG 2000 FOREIGN LANGUAGES ELECTIVE ()
HERKIMER COUNTY COMMUNITY COLLEGE,MA 141 PRE CALCULUS MATH (3),NT NOT TRANSFERABLE
HERKIMER COUNTY COMMUNITY COLLEGE,MA 245 CALCULUS I (4),MATH 1010 CALCULUS I (4)
HERKIMER COUNTY COMMUNITY COLLEGE,"SC 125 FUND OF GEN, ORGANIC AND BIOCHEM (4)",NT NOT TRANSFERABLE
HERKIMER COUNTY COMMUNITY COLLEGE,SC 133 PHYSICS I (4),NT NOT TRANSFERABLE
HERKIMER COUNTY COMMUNITY COLLEGE,SC 161 PHYSICAL GEOLOGY (4),ERTH 1000 EARTH AND ENVIRONMENTAL SCIENCE ELECTIVE ()
HERKIMER COUNTY COMMUNITY COLLEGE,SS 121 AMERICAN HISTORY TO 1865 (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
HERKIMER COUNTY COMMUNITY COLLEGE,"SS 121 AMERICAN HISTORY TO 1865 (3)
SS 122 AMERICAN HISTORY SINCE 1865 (3)","STSO 2000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
STSO 2500 AMERICAN HISTORY (4)"
HERKIMER COUNTY COMMUNITY COLLEGE,SS 122 AMERICAN HISTORY SINCE 1865 (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
HOFSTRA UNIVERSITY,AH 005 ART AROUND THE GLOBE (3),ARTS 1050 ART HISTORY (4)
HOFSTRA UNIVERSITY,BIOL 112 GENERAL BIOLOGY I (4),BIOL 1000 BIOLOGY ELECTIVE ()
HOFSTRA UNIVERSITY,CSC 015 FUNDAMENTALS OF COMPUTER SCIENCE I: PROBLEM SOLVING AND PROGRAM DESIGN (4),CSCI 1100 COMPUTER SCIENCE I (4)
HOFSTRA UNIVERSITY,FST 001 FOOD STUDIES (3-4),NT NOT TRANSFERABLE
HOFSTRA UNIVERSITY,GEOL 001 PLANET EARTH (3),ERTH 1000 EARTH AND ENVIRONMENTAL SCIENCE ELECTIVE ()
HOFSTRA UNIVERSITY,HIST 010 INTRODUCTION TO GLOBAL HISTORY (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
HOFSTRA UNIVERSITY,PSY 007 FUNDAMENTAL PERSPECTIVES IN PSYCHOLOGY (3-4),PSYC 1000 PSYCHOLOGY ELECTIVE ()
HOFSTRA UNIVERSITY,PSY 035 PSYCHOLOGY OF PERSONALITY (3),PSYC 1000 PSYCHOLOGY ELECTIVE ()
HOFSTRA UNIVERSITY,PSY 070 EVOLUTIONARY PSYCHOLOGY (3),PSYC 1000 PSYCHOLOGY ELECTIVE ()
HOFSTRA UNIVERSITY,PSY 153 CHILD DEVELOPMENT (3),PSYC 1000 PSYCHOLOGY ELECTIVE ()
HOFSTRA UNIVERSITY,PSY 159 SOCIAL PSYCHOLOGY (3),PSYC 2730 SOCIAL PSYCHOLOGY (4)
HOFSTRA UNIVERSITY,PSY 171 HISTORY OF PSYCHOLOGY (3),PSYC 1000 PSYCHOLOGY ELECTIVE ()
HOFSTRA UNIVERSITY,"WSC 120 PUBLIC WRITING, PRIVATE LIVES (3)",WRIT 1000 WRITING ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,BIO 101 GENERAL BIOLOGY FOR NON-MAJORS: THE PROCESSES OF LIFE (4),BIOL 1000 BIOLOGY ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,COM 121 INTRODUCTION TO COMMUNICATION (3),COMM 1000 COMMUNICATION ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,COM 131 MASS COMMUNICATION (3),COMM 1000 COMMUNICATION ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,COM 150 PUBLIC SPEAKING (3),WRIT 2340 SPEECH COMMUNICATION (4)
HOLYOKE COMMUNITY COLLEGE,COM 214 SOCIAL MEDIA: MORE THAN JUST FRIENDS (3),NT NOT TRANSFERABLE
HOLYOKE COMMUNITY COLLEGE,"CSI 106 PROGRAMMING FUNDAMENTALS I (4)
CSI 254 JAVA PROGRAMMING I (4)",CSCI 1100 COMPUTER SCIENCE I (4)
HOLYOKE COMMUNITY COLLEGE,CSI 106 PROGRAMMING FUNDAMENTALS I (4),NT NOT TRANSFERABLE
HOLYOKE COMMUNITY COLLEGE,CSI 111 COMPUTER CONCEPTS WITH APPLICATIONS (4),NT NOT TRANSFERABLE
HOLYOKE COMMUNITY COLLEGE,CSI 121 FOUNDATIONS OF LINUX (4),CSCI 1000 COMPUTER SCIENCE ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,"CSI 218 PROGRAMMING FUNDAMENTALS II (4)
CSI 258 DATA STRUCTURES (4)",CSCI 1200 DATA STRUCTURES (4)
HOLYOKE COMMUNITY COLLEGE,CSI 242 APPLIED DATABASE MANAGEMENT (3),CSCI 1000 COMPUTER SCIENCE ELECTIVE ()
HOLYOKE COMMUNITY COLLEGE,CSI 251 NETWORK DEVELOPMENT (3),NT NOT TRANSFERABLE
HOLYOKE COMMUNITY COLLEGE,"ECN 101 INTRODUCTION TO MACROECONOMICS (3)
ECN 102 INTRODUCTION TO MICROECONOMICS (3)","ECON 1000 ECONOMICS ELECTIVE ()
ECON 1200 INTRODUCTORY ECONOMICS (4)"
